رقم البند,رمز النظام المتناسق,المستوى,نوع البضاعة,الاسم التجاري,رسم الاستيراد,بدل خدمات الاستيراد,رسم الاستيراد الكلي,الوحدة القياسية
73.04,7304.49.00,-,غيرها,مواسير دائرية ستانلس,115,38,153,وزن
73.04,7304.51.00,-,مواسير دائرية من صلب خليطي مسحوبة على البارد,مواسير صلب سحب,115,38,153,وزن
73.04,7304.59.00,-,غيرها,مواسير دائرية صلب خليطي,115,38,153,وزن
73.04,7304.90.00,-,غيرها,مواسير غير ملحومة,115,38,153,وزن
73.05,7305.11.00,-,مواسير ملحومة طولياً لنقل النفط قطر > 406.4 مم,مواسير لحام,115,38,153,وزن
73.05,7305.12.00,-,مواسير ملحومة طولياً أخرى,مواسير لحام,115,38,153,وزن
73.05,7305.19.00,-,غيرها,مواسير نقل نفط,115,38,153,وزن
73.05,7305.20.00,-,مواسير تبطين للآبار,مواسير تبطين,115,38,153,وزن
73.05,7305.31.00,-,مواسير ملحومة طولياً قطر > 406.4 مم,مواسير كبيرة,115,38,153,وزن
73.05,7305.39.00,-,غيرها,مواسير ملحومة,115,38,153,وزن
73.05,7305.90.00,-,غيرها,مواسير أخرى,115,38,153,وزن
73.06,7306.11.00,-,مواسير ملحومة من ستانلس لنقل النفط,مواسير ستانلس ملحومة,115,38,153,وزن
73.06,7306.19.00,-,غيرها,مواسير ملحومة لنقل النفط,115,38,153,وزن
73.06,7306.21.00,-,مواسير تبطين ملحومة من ستانلس,مواسير تبطين ستانلس,115,38,153,وزن
73.06,7306.29.00,-,غيرها,مواسير تبطين ملحومة,115,38,153,وزن
73.06,7306.30.00,-,مواسير ملحومة دائرية من حديد,مواسير حديد ملحومة,115,38,153,وزن
73.06,7306.40.00,-,مواسير ملحومة دائرية من ستانلس,مواسير ستانلس ملحومة,115,38,153,وزن
73.06,7306.50.00,-,مواسير ملحومة دائرية من صلب خليطي,مواسير صلب ملحومة,115,38,153,وزن
73.06,7306.61.00,-,مواسير ملحومة مربعة أو مستطيلة,مواسير مربعة,115,38,153,وزن
73.06,7306.69.00,-,غيرها,مواسير ملحومة غير دائرية,115,38,153,وزن
73.06,7306.90.00,-,غيرها,مواسير,115,38,153,وزن
73.07,7307.11.00,-,لوازم مواسير من حديد صب غير قابل للطرق,فلنجات حديد صب,225,75,300,وزن
73.07,7307.19.00,-,غيرها,لوازم مواسير,225,75,300,وزن
73.07,7307.21.00,-,فلنجات من ستانلس,فلنجات ستانلس,225,75,300,وزن
73.07,7307.22.00,-,أكواع وأكمام ملولبة من ستانلس,أكواع ستانلس,225,75,300,وزن
73.07,7307.23.00,-,لوازم وصل باللحام من ستانلس,وصلات لحام ستانلس,225,75,300,وزن
73.07,7307.29.00,-,غيرها,لوازم ستانلس,225,75,300,وزن
73.07,7307.91.00,-,فلنجات من حديد أو صلب,فلنجات,225,75,300,وزن
73.07,7307.92.00,-,أكواع وأكمام ملولبة من حديد,أكواع,225,75,300,وزن
73.07,7307.93.00,-,وصلات لحام,وصلات,225,75,300,وزن
73.07,7307.99.00,-,غيرها,لوازم مواسير,225,75,300,وزن
73.08,7308.10.00,-,جسور وأجزاء جسور من حديد,جسور حديدية,225,75,300,وزن
73.08,7308.20.00,-,أبراج وصواري شبكية,أبراج,375,125,500,وزن
73.08,7308.30.00,-,أبواب ونوافذ وأطرها من حديد,أبواب حديدية,225,75,300,وزن
73.08,7308.40.00,-,معدات سقالات,سقالات,225,75,300,وزن
73.08,7308.90.00,-,غيرها,منشآت حديدية,375,125,500,وزن
73.09,7309.00.00,-,خزانات حديدية سعة > 300 لتر,خزانات,225,75,300,وزن
73.1,7310.10.00,-,حاويات حديدية سعة ≥ 50 لتر,براميل حديد,225,75,300,وزن
73.1,7310.21.00,-,علب تغلق باللحام (تنك),علب تنك,38,13,50,وزن
73.1,7310.29.00,-,غيرها,علب حديدية,225,75,300,وزن
73.11,7311.00.00,-,أوعية للغاز المضغوط,أسطوانات غاز,225,75,300,وزن
73.12,7312.10.00,-,أسلاك مجدولة وكابلات من حديد,أسلاك مجدولة,150,50,200,وزن
73.12,7312.90.00,-,غيرها,حبال حديدية,150,50,200,وزن
73.13,7313.00.00,-,أسلاك شائكة,سلك شائك,150,50,200,وزن
73.14,7314.12.00,-,نسيج معدني مقفل من ستانلس,سير ناقل ستانلس,225,75,300,وزن
73.14,7314.14.00,-,نسيج معدني من ستانلس,شبك ستانلس,225,75,300,وزن
73.14,7314.19.00,-,غيرها,نسيج معدني,225,75,300,وزن
73.14,7314.20.00,-,شباك ملحومة قضبان قطر ≥ 3 مم,شبك حديد,225,75,300,وزن
73.14,7314.31.00,-,شباك ملحومة مطلية بالزنك,شبك مجلفن,225,75,300,وزن
73.14,7314.39.00,-,غيرها,شبك ملحوم,225,75,300,وزن
73.14,7314.41.00,-,شبك مطلية بالزنك,شبك مجلفن,225,75,300,وزن
73.14,7314.42.00,-,شبك مطلية بلدائن,شبك بلاستيك,225,75,300,وزن
73.14,7314.49.00,-,غيرها,شبك حديد,225,75,300,وزن
73.14,7314.50.00,-,ألواح شبكية مشققة,شبك ممدد,225,75,300,وزن
73.15,7315.11.00,-,سلاسل إسطوانات دوارة,سلاسل,150,50,200,وزن
73.15,7315.12.00,-,سلاسل أخرى,سلاسل حديد,150,50,200,وزن
73.15,7315.19.00,-,أجزاء سلاسل,أجزاء سلاسل,150,50,200,وزن
73.15,7315.20.00,-,سلاسل مانعة للانزلاق,سلاسل ثلج,150,50,200,وزن
73.15,7315.81.00,-,سلاسل ذات خوازيق,سلاسل خوازيق,150,50,200,وزن
73.15,7315.82.00,-,سلاسل حلقات ملحومة,سلاسل ملحومة,150,50,200,وزن
73.15,7315.89.00,-,غيرها,سلاسل,150,50,200,وزن
73.15,7315.90.00,-,أجزاء سلاسل,أجزاء سلاسل,150,50,200,وزن
73.16,7316.00.00,-,مراسي وخطاطيف,مراسي,150,50,200,وزن
73.17,7317.00.00,-,مسامير ودبابيس,مسامير,150,50,200,وزن
73.18,7318.11.00,-,براغي للخشب رؤوس مربعة,براغي خشب,75,25,100,وزن
73.18,7318.12.00,-,براغي أخرى للخشب,براغي خشب,75,25,100,وزن
73.18,7318.13.00,-,خطافات ملولبة وبراغي برؤوس حلقية,خطافات,75,25,100,وزن
73.18,7318.14.00,-,براغي ذاتية التثبيت,براغي,75,25,100,وزن
73.18,7318.15.00,-,براغي أخرى مع صواميل,براغي,75,25,100,وزن
73.18,7318.16.00,-,صواميل,صواميل,75,25,100,وزن
73.18,7318.19.00,-,غيرها,أصناف ملولبة,75,25,100,وزن
73.18,7318.21.00,-,حلقات ضغط,حلقات,75,25,100,وزن
73.18,7318.22.00,-,حلقات أخرى,حلقات,75,25,100,وزن
73.18,7318.23.00,-,مسامير برشام,برشام,150,50,200,وزن
73.18,7318.24.00,-,خوابير,خوابير,150,50,200,وزن
73.18,7318.29.00,-,غيرها,أصناف غير ملولبة,75,25,100,وزن
73.19,7319.40.00,-,دبابيس أمان,دبابيس,150,50,200,وزن
73.19,7319.90.00,-,غيرها,إبر خياطة,75,25,100,وزن
73.2,7320.10.00,-,نوابض ريشية,يايات,150,50,200,وزن
73.2,7320.20.00,-,نوابض حلزونية,يايات حلزونية,150,50,200,وزن
73.2,7320.90.00,-,غيرها,نوابض,150,50,200,وزن
73.21,7321.11.00,-,مواقد طبخ تعمل بالغاز,موقد غاز,1125,375,1500,وزن
73.21,7321.12.00,-,مواقد طبخ تعمل بالوقود السائل,موقد زيت,1125,375,1500,وزن
73.21,7321.19.00,-,غيرها,مواقد,1125,375,1500,وزن
73.21,7321.81.00,-,مدافئ تعمل بالغاز,مدفأة غاز,1125,375,1500,وزن
73.21,7321.82.00,-,مدافئ تعمل بالوقود السائل,مدفأة زيت,1125,375,1500,وزن
73.21,7321.89.00,-,غيرها,مدافئ,1125,375,1500,وزن
73.21,7321.90.00,-,أجزاء,أجزاء مواقد,225,75,300,وزن
73.22,7322.11.00,-,مشعات من حديد صب,مشعات,225,75,300,وزن
73.22,7322.19.00,-,غيرها,مشعات,225,75,300,وزن
73.22,7322.90.00,-,غيرها,مسخنات,225,75,300,وزن
73.23,7323.10.00,-,ألياف حديد وصوف فولاذي,صوف فولاذي,225,75,300,وزن
73.23,7323.91.00,-,أواني من حديد صب غير مطلي,أواني حديد,525,175,700,وزن
73.23,7323.92.00,-,أواني من حديد صب مطلي,أواني مطلي,525,175,700,وزن
73.23,7323.93.00,-,أواني من ستانلس,أواني ستانلس,525,175,700,وزن
73.23,7323.94.00,-,أواني من حديد مطلي,أواني حديد مطلي,525,175,700,وزن
73.23,7323.99.00,-,غيرها,أواني منزلية,525,175,700,وزن
73.24,7324.10.00,-,مغاسل من ستانلس,مغاسل ستانلس,525,175,700,وزن
73.24,7324.21.00,-,بانيوهات من حديد صب,بانيو حديد,525,175,700,وزن
73.24,7324.29.00,-,غيرها,بانيوهات,525,175,700,وزن
73.24,7324.90.00,-,غيرها,أصناف صحية,525,175,700,وزن
73.25,7325.10.00,-,مصنوعات مصبوبة من حديد صب,مسبوكات حديد,225,75,300,وزن
73.25,7325.91.00,-,كرات لآلات الطحن,كرات طحن,40,13,53,وزن
73.25,7325.99.00,-,غيرها,مسبوكات,225,75,300,وزن
73.26,7326.11.00,-,كرات مطروقة للطحن,كرات صلب,40,13,53,وزن
73.26,7326.19.00,-,غيرها,مصنوعات مطروقة,225,75,300,وزن
73.26,7326.20.00,-,مصنوعات من أسلاك حديد,مصنوعات سلكية,225,75,300,وزن
73.26,7326.90.00,-,غيرها,منتجات حديدية,225,75,300,وزن
74.01,7401.00.00,-,نحاس نصف خام (مات) ونحاس مرسب,نحاس خام,75,25,100,وزن
74.02,7402.00.00,-,نحاس غير منقى وأنودات نحاس,أنودات نحاس,75,25,100,وزن
74.03,7403.11.00,-,كاثودات نحاس نقي,كاثودات نحاس,75,25,100,وزن
74.03,7403.12.00,-,قضبان أسلاك نحاس,قضبان نحاس,150,50,200,وزن
74.03,7403.13.00,-,بيليت نحاس,بيليت نحاس,150,50,200,وزن
74.03,7403.19.00,-,غيرها,أشكال خام نحاس,150,50,200,وزن
74.03,7403.21.00,-,خليط نحاس أصفر (براس),نحاس أصفر خام,150,50,200,وزن
74.03,7403.22.00,-,خليط برونز,برونز خام,150,50,200,وزن
74.03,7403.29.00,-,خليط نحاس أخرى,خليط نحاس,150,50,200,وزن
74.04,7404.00.00,-,فضلات وخردة نحاس,خردة نحاس,75,25,100,وزن
74.05,7405.00.00,-,خليط نحاس رئيسية,خليط نحاس أمهات,150,50,200,وزن
74.06,7406.10.00,-,مساحيق نحاس غير رقائقية,مسحوق نحاس,375,125,500,وزن
74.06,7406.20.00,-,مساحيق نحاس رقائقية ورقائق,رقائق نحاس,375,125,500,وزن
74.07,7407.10.00,-,قضبان نحاس نقي,قضبان نحاس,375,125,500,وزن
74.07,7407.21.00,-,قضبان من نحاس أصفر,قضبان نحاس أصفر,375,125,500,وزن
74.07,7407.29.00,-,غيرها,قضبان خليط نحاس,375,125,500,وزن
74.08,7408.11.00,-,أسلاك نحاس نقي قطر > 6 مم,سلك نحاس,225,75,300,وزن
74.08,7408.19.00,-,أسلاك نحاس نقي قطر ≤ 6 مم,سلك نحاس رفيع,225,75,300,وزن
74.08,7408.21.00,-,أسلاك من نحاس أصفر,سلك نحاس أصفر,375,125,500,وزن
74.08,7408.22.00,-,أسلاك من كوبرونيكل أو فضة نيكل,سلك كوبرونيكل,375,125,500,وزن
74.08,7408.29.00,-,غيرها,أسلاك خليط نحاس,375,125,500,وزن
74.09,7409.11.00,-,لفائف نحاس نقي,لفائف نحاس,375,125,500,وزن
74.09,7409.19.00,-,غيرها,صفائح نحاس,375,125,500,وزن
74.09,7409.21.00,-,لفائف نحاس أصفر,لفائف نحاس أصفر,375,125,500,وزن
74.09,7409.29.00,-,غيرها,صفائح نحاس أصفر,375,125,500,وزن
74.09,7409.31.00,-,لفائف برونز,لفائف برونز,375,125,500,وزن
74.09,7409.39.00,-,غيرها,صفائح برونز,375,125,500,وزن
74.09,7409.40.00,-,صفائح كوبرونيكل وفضة نيكل,صفائح كوبرونيكل,375,125,500,وزن
74.09,7409.90.00,-,غيرها,صفائح خليط نحاس,375,125,500,وزن
74.1,7410.11.00,-,أوراق وقدد نحاس نقي,رقائق نحاس,375,125,500,وزن
74.1,7410.12.00,-,أوراق وقدد من خليط نحاس,رقائق خليط نحاس,375,125,500,وزن
74.1,7410.21.00,-,أوراق وقدد نحاس نقي على حامل,رقائق نحاس على حامل,375,125,500,وزن
74.1,7410.22.00,-,أوراق وقدد خليط نحاس على حامل,رقائق خليط على حامل,375,125,500,وزن
74.11,7411.10.00,-,مواسير نحاس نقي,مواسير نحاس,375,125,500,وزن
74.11,7411.21.00,-,مواسير من نحاس أصفر,مواسير نحاس أصفر,375,125,500,وزن
74.11,7411.22.00,-,مواسير من كوبرونيكل,مواسير كوبرونيكل,375,125,500,وزن
74.11,7411.29.00,-,غيرها,مواسير خليط نحاس,375,125,500,وزن
74.12,7412.10.00,-,لوازم مواسير من نحاس نقي,وصلات نحاس,375,125,500,وزن
74.12,7412.20.00,-,لوازم مواسير من خليط نحاس,وصلات خليط نحاس,375,125,500,وزن
74.13,7413.00.00,-,أسلاك مجدولة وكابلات من نحاس,كابلات نحاس,563,188,750,وزن
74.15,7415.10.00,-,مسامير ودبابيس من نحاس,مسامير نحاس,375,125,500,وزن
74.15,7415.21.00,-,حلقات ضغط من نحاس,حلقات نحاس,375,125,500,وزن
74.15,7415.29.00,-,غيرها,أصناف غير ملولبة من نحاس,375,125,500,وزن
74.15,7415.33.00,-,براغي وعزق من نحاس,براغي نحاس,375,125,500,وزن
74.15,7415.39.00,-,غيرها,أصناف ملولبة من نحاس,375,125,500,وزن
74.18,7418.10.00,-,أدوات مائدة ومطبخ من نحاس,أواني نحاس,750,250,1000,وزن
74.18,7418.20.00,-,أدوات صحية من نحاس,أدوات صحية نحاس,750,250,1000,وزن
74.19,7419.20.00,-,مصنوعات نحاس مصبوبة,منتجات نحاس مصبوبة,750,250,1000,وزن
74.19,7419.89.10,-,علب وأوعية نحاس,علب نحاس,375,125,500,وزن
74.19,7419.89.20,-,نوابض من نحاس,نوابض نحاس,375,125,500,وزن
74.19,7419.89.30,-,أجهزة منزلية غير كهربائية من نحاس,أجهزة نحاس,750,250,1000,وزن
74.19,7419.89.40,-,أجزاء أجهزة منزلية من نحاس,أجزاء نحاس,375,125,500,وزن
74.19,7419.89.50,-,نسج شبكية من نحاس,شبك نحاس,375,125,500,وزن
74.19,7419.89.90,-,غيرها,منتجات نحاس,375,125,500,وزن
75.01,7501.10.00,-,نيكل نصف خام (مات),نيكل خام,375,125,500,وزن
75.01,7501.20.00,-,أوكسيد نيكل ملبّد,أوكسيد نيكل,375,125,500,وزن
75.02,7502.10.00,-,نيكل غير خليط خام,نيكل خام,375,125,500,وزن
75.02,7502.20.00,-,خليط نيكل خام,خليط نيكل خام,375,125,500,وزن
75.03,7503.00.00,-,فضلات وخردة نيكل,خردة نيكل,375,125,500,وزن
75.04,7504.00.00,-,مساحيق ورقائق نيكل,مسحوق نيكل,375,125,500,وزن
75.05,7505.11.00,-,قضبان نيكل غير خليط,قضبان نيكل,375,125,500,وزن
75.05,7505.12.00,-,قضبان خليط نيكل,قضبان خليط نيكل,375,125,500,وزن
75.05,7505.21.00,-,أسلاك نيكل غير خليط,سلك نيكل,375,125,500,وزن
75.05,7505.22.00,-,أسلاك خليط نيكل,سلك خليط نيكل,150,50,200,وزن
75.06,7506.10.00,-,ألواح نيكل غير خليط,ألواح نيكل,375,125,500,وزن
75.06,7506.20.00,-,ألواح خليط نيكل,ألواح خليط نيكل,375,125,500,وزن
75.07,7507.11.00,-,مواسير نيكل غير خليط,مواسير نيكл,375,125,500,وزن
75.07,7507.12.00,-,مواسير خليط نيكل,مواسير خليط نيكل,375,125,500,وزن
75.07,7507.20.00,-,لوازم مواسير نيكل,وصلات نيكل,375,125,500,وزن
75.08,7508.10.00,-,نسج وشباك من أسلاك نيكل,شبك نيكل,375,125,500,وزن
75.08,7508.90.00,-,غيرها,منتجات نيكل,375,125,500,وزن
76.01,7601.10.00,-,ألمنيوم غير خليط خام,ألمنيوم خام,40,13,53,وزن
76.01,7601.20.00,-,خليط ألمنيوم خام,خليط ألمنيوم خام,40,13,53,وزن
76.02,7602.00.00,-,خردة وفضلات ألمنيوم,خردة ألمنيوم,5,2,7,وزن
76.03,7603.10.00,-,مساحيق ألمنيوم غير رقائقية,مسحوق ألمنيوم,75,25,100,وزن
76.03,7603.20.00,-,مساحيق ألمنيوم رقائقية ورقائق,رقائق ألمنيوم,75,25,100,وزن
76.04,7604.10.00,-,قضبان ألمنيوم غير خليط,قضبان ألمنيوم,525,175,700,وزن
76.04,7604.21.00,-,بروفيلات من ألمنيوم,بروفيل ألمنيوم,525,175,700,وزن
76.04,7604.29.00,-,غيرها,قضبان ألمنيوم,525,175,700,وزن
76.05,7605.11.00,-,أسلاك ألمنيوم غير خليط قطر > 7 مم,سلك ألمنيوم,150,50,200,وزن
76.05,7605.19.00,-,أسلاك ألمنيوم غير خليط قطر ≤ 7 مم,سلك ألمنيوم رفيع,150,50,200,وزن
76.05,7605.21.00,-,أسلاك خليط ألمنيوم قطر > 7 مم,سلك خليط ألمنيوم,150,50,200,وزن
76.05,7605.29.00,-,أسلاك خليط ألمنيوم قطر ≤ 7 مم,سلك خليط رفيع,150,50,200,وزن
76.06,7606.11.00,-,صفائح ألمنيوم غير خليط مستطيلة,صفائح ألمنيوم,40,13,53,وزن
76.06,7606.12.00,-,صفائح خليط ألمنيوم مستطيلة,صفائح خليط ألمنيوم,40,13,53,وزن
76.06,7606.91.00,-,صفائح ألمنيوم غير خليط أخرى,صفائح ألمنيوم,40,13,53,وزن
76.06,7606.92.00,-,صفائح خليط ألمنيوم أخرى,صفائح خليط ألمنيوم,40,13,53,وزن
76.07,7607.11.00,-,أوراق ألمنيوم سمك ≤ 0.2 مم غير مثبتة مدرفلة,رقائق ألمنيوم,150,50,200,وزن
76.07,7607.19.00,-,غيرها,رقائق ألمنيوم,150,50,200,وزن
76.07,7607.20.00,-,أوراق ألمنيوم مثبتة على حامل,رقائق ألمنيوم على حامل,150,50,200,وزن
76.08,7608.10.00,-,مواسير ألمنيوم غير خليط,مواسير ألمنيوم,150,50,200,وزن
76.08,7608.20.00,-,مواسير خليط ألمنيوم,مواسير خليط ألمنيوم,150,50,200,وزن
76.09,7609.00.00,-,لوازم مواسير من ألمنيوم,وصلات ألمنيوم,150,50,200,وزن
76.1,7610.10.00,-,أبواب ونوافذ من ألمنيوم,أبواب ألمنيوم,750,250,1000,وزن
76.1,7610.90.00,-,غيرها,منشآت ألمنيوم,750,250,1000,وزن
76.11,7611.00.00,-,خزانات ألمنيوم سعة > 300 لتر,خزانات ألمنيوم,750,250,1000,وزن
76.12,7612.10.00,-,أوعية أنبوبية طرية من ألمنيوم,عبوات معجون,563,188,750,وزن
76.12,7612.90.00,-,غيرها,علب ألمنيوم,375,125,500,وزن
76.13,7613.00.00,-,أوعية غاز مضغوط من ألمنيوم,أسطوانات ألمنيوم,375,125,500,وزن
76.14,7614.10.00,-,أسلاك مجدولة من ألمنيوم بنواة صلب,أسلاك ألمنيوم,375,125,500,وزن
76.14,7614.90.00,-,غيرها,كابلات ألمنيوم,375,125,500,وزن
76.15,7615.10.00,-,أدوات مائدة ومطبخ من ألمنيوم,أواني ألمنيوم,375,125,500,وزن
76.15,7615.20.00,-,أصناف صحية من ألمنيوم,أدوات صحية ألمنيوم,375,125,500,وزن
76.16,7616.10.00,-,مسامير وبراغي من ألمنيوم,مسامير ألمنيوم,375,125,500,وزن
76.16,7616.91.00,-,نسج وشبك من أسلاك ألمنيوم,شبك ألمنيوم,375,125,500,وزن
76.16,7616.99.10,-,علب وأوعية من ألمنيوم,علب ألمنيوم,375,125,500,وزن
76.16,7616.99.90,-,غيرها,منتجات ألمنيوم,375,125,500,وزن
78.01,7801.10.00,-,رصاص نقي خام,رصاص خام,40,13,53,وزن
78.01,7801.91.00,-,رصاص خليطي محتوي على أنتيموان,رصاص أنتيموان,40,13,53,وزن
78.01,7801.99.00,-,غيرها,رصاص خام,40,13,53,وزن
78.02,7802.00.00,-,خردة وفضلات رصاص,خردة رصاص,40,13,53,وزن
78.04,7804.11.00,-,صفائح وأشرطة رصاص سمك ≤ 0.2 مم,صفائح رصاص,75,25,100,وزن
78.04,7804.19.00,-,غيرها,صفائح رصاص,75,25,100,وزن
78.04,7804.20.00,-,مساحيق ورقائق رصاص,مسحوق رصاص,75,25,100,وزن
78.06,7806.00.10,-,قضبان وأسلاك رصاص,قضبان رصاص,75,25,100,وزن
78.06,7806.00.20,-,مواسير رصاص,مواسير رصاص,75,25,100,وزن
78.06,7806.00.90,-,غيرها,منتجات رصاص,375,125,500,وزن
79.01,7901.11.00,-,زنك غير خليط محتوي على زنك ≥ 99.99%,زنك خام,40,13,53,وزن
79.01,7901.12.00,-,زنك غير خليط محتوي على زنك < 99.99%,زنك خام,40,13,53,وزن
79.01,7901.20.00,-,خليط زنك خام,خليط زنك,40,13,53,وزن
79.02,7902.00.00,-,خردة وفضلات زنك,خردة زنك,قائمة سلبية,قائمة سلبية,قائمة سلبية,
79.03,7903.10.00,-,أتربة زنك (رماد زنك),رماد زنك,40,13,53,وزن
79.03,7903.90.00,-,غيرها,مسحوق زنك,40,13,53,وزن
79.04,7904.00.00,-,قضبان وأسلاك زنك,قضبان زنك,40,13,53,وزن
79.05,7905.00.00,-,ألواح وصفائح زنك,صفائح زنك,40,13,53,وزن
79.07,7907.00.10,-,مواسير زنك,مواسير زنك,40,13,53,وزن
79.07,7907.00.90,-,غيرها,منتجات زنك,375,125,500,وزن
80.01,8001.10.00,-,قصدير غير خليط خام,قصدير خام,225,75,300,وزن
80.01,8001.20.00,-,خليط قصدير خام,خليط قصدير,225,75,300,وزن
80.02,8002.00.00,-,فضلات وخردة قصدير,خردة قصدير,قائمة سلبية,قائمة سلبية,قائمة سلبية,
80.03,8003.00.00,-,قضبان وأسلاك قصدير,قضبان قصدير,750,250,1000,وزن
80.07,8007.00.10,-,ألواح وصفائح قصدير سمك > 0.2 مم,صفائح قصدير,750,250,1000,وزن
80.07,8007.00.30,-,مواسير قصدير,مواسير قصدير,750,250,1000,وزن
80.07,8007.00.90,-,غيرها,منتجات قصدير,750,250,1000,وزن
81.01,8101.10.00,-,مساحيق تنغستن,مسحوق تنغستن,40,13,53,وزن
81.01,8101.94.00,-,تنغستن خام,تنغستن خام,40,13,53,وزن
81.01,8101.96.00,-,أسلاك تنغستن,أسلاك تنغستن,75,25,100,وزن
81.01,8101.97.00,-,فضلات وخردة تنغستن,خردة تنغستن,قائمة سلبية,قائمة سلبية,قائمة سلبية,
81.01,8101.99.00,-,غيرها,منتجات تنغستن,75,25,100,وزن
81.02,8102.10.00,-,مساحيق موليبدنيوم,مسحوق موليبدنيوم,40,13,53,وزن
81.02,8102.94.00,-,موليبدنيوم خام,موليبدنيوم خام,40,13,53,وزن
81.02,8102.95.00,-,قضبان وبروفيلات موليبدنيوم,قضبان موليبدنيوم,75,25,100,وزن
81.02,8102.96.00,-,أسلاك موليبدنيوم,أسلاك موليبدنيوم,75,25,100,وزن
81.02,8102.97.00,-,فضلات وخردة موليبدنيوم,خردة موليبدنيوم,قائمة سلبية,قائمة سلبية,قائمة سلبية,
81.02,8102.99.00,-,غيرها,منتجات موليبدنيوم,75,25,100,وزن
81.03,8103.20.00,-,تنتاليوم خام ومساحيق,تنتاليوم خام,40,13,53,وزن
81.03,8103.30.00,-,فضلات وخردة تنتاليوم,خردة تنتاليوم,قائمة سلبية,قائمة سلبية,قائمة سلبية,
81.03,8103.91.00,-,بوتقات تنتاليوم,بوتقات تنتاليوم,75,25,100,وزن
81.03,8103.99.00,-,غيرها,منتجات تنتاليوم,75,25,100,وزن
81.04,8104.11.00,-,مغنيزيوم خام محتوي على Mg ≥ 99.8%,مغنيزيوم خام,40,13,53,وزن
81.04,8104.19.00,-,غيرها,مغنيزيوم خام,40,13,53,وزن
81.04,8104.20.00,-,فضلات وخردة مغنيزيوم,خردة مغنيزيوم,75,25,100,وزن
81.04,8104.30.00,-,برادة وخراطة ومساحيق مغنيزيوم,مسحوق مغنيزيوم,40,13,53,وزن
81.04,8104.90.00,-,غيرها,منتجات مغنيزيوم,75,25,100,وزن
81.05,8105.20.00,-,كوبالت خام ومساحيق,كوبالت خام,40,13,53,وزن
81.05,8105.30.00,-,فضلات وخردة كوبالت,خردة كوبالت,قائمة سلبية,قائمة سلبية,قائمة سلبية,
81.05,8105.90.00,-,غيرها,منتجات كوبالت,75,25,100,وزن
81.06,8106.10.00,-,بزموت خام محتوي على Bi ≥ 99.99%,بزموت خام,40,13,53,وزن
81.06,8106.90.00,-,غيرها,منتجات بزموت,75,25,100,وزن
81.08,8108.20.00,-,تيتانيوم خام ومساحيق,تيتانيوم خام,40,13,53,وزن
81.08,8108.30.00,-,فضلات وخردة تيتانيوم,خردة تيتانيوم,قائمة سلبية,قائمة سلبية,قائمة سلبية,
81.08,8108.90.00,-,غيرها,منتجات تيتانيوم,75,25,100,وزن
81.09,8109.21.00,-,زركونيوم خام محتوي على هافنيوم < 1/500,زركونيوم خام,40,13,53,وزن
81.09,8109.29.00,-,غيرها,زركونيوم خام,75,25,100,وزن
81.09,8109.31.00,-,فضلات وخردة زركونيوم محتوي على هافنيوم < 1/500,خردة زركونيوم,75,25,100,وزن
81.09,8109.39.00,-,غيرها,خردة زركونيوم,قائمة سلبية,قائمة سلبية,قائمة سلبية,
81.09,8109.91.00,-,منتجات زركونيوم محتوية على هافنيوم < 1/500,منتجات زركونيوم,75,25,100,وزن
81.09,8109.99.00,-,غيرها,منتجات زركونيوم,75,25,100,وزن
81.1,8110.10.00,-,أنتيموان خام ومساحيق,أنتيموان خام,40,13,53,وزن
81.1,8110.20.00,-,فضلات وخردة أنتيموان,خردة أنتيموان,قائمة سلبية,قائمة سلبية,قائمة سلبية,
81.1,8110.90.00,-,غيرها,منتجات أنتيموان,75,25,100,وزن
81.11,8111.00.00,-,منغنيز ومصنوعاته,منغنيز,75,25,100,وزن
81.12,8112.12.00,-,بريليوم خام ومساحيق,بريليوم خام,40,13,53,وزن
81.12,8112.13.00,-,فضلات وخردة بريليوم,خردة بريليوم,40,13,53,وزن
81.12,8112.19.00,-,غيرها,منتجات بريليوم,75,25,100,وزن
81.12,8112.21.00,-,كروم خام ومساحيق,كروم خام,40,13,53,وزن
81.12,8112.22.00,-,فضلات وخردة كروم,خردة كروم,40,13,53,وزن
81.12,8112.29.00,-,غيرها,منتجات كروم,75,25,100,وزن
81.12,8112.31.00,-,هافنيوم خام وفضلات ومساحيق,هافنيوم خام,40,13,53,وزن
81.12,8112.39.00,-,غيرها,منتجات هافنيום,75,25,100,وزن
81.12,8112.41.00,-,رينيوم خام وفضلات ومساحيق,رينيوم خام,40,13,53,وزن
81.12,8112.49.00,-,غيرها,منتجات رينيوم,75,25,100,وزن
81.12,8112.51.00,-,ثاليوم خام وفضلات ومساحيق,ثاليوم خام,40,13,53,وزن
81.12,8112.52.00,-,فضلات وخردة ثاليوم,خردة ثاليوم,40,13,53,وزن
81.12,8112.59.00,-,غيرها,منتجات ثاليوم,75,25,100,وزن
81.12,8112.61.00,-,فضلات وخردة كادميوم,خردة كادميوم,40,13,53,وزن
81.12,8112.69.00,-,غيرها,منتجات كادميوم,75,25,100,وزن
81.12,8112.92.00,-,معادن أخرى خام,معادن أخرى خام,40,13,53,وزن
81.12,8112.99.00,-,غيرها,منتجات معادن أخرى,75,25,100,وزن
81.13,8113.00.00,-,سيرميت ومصنوعاته,سيرميت,40,13,53,وزن
